ID,Date,Type,Category,Description,Amount
794,2023-10-12,Expense,Food & Dining,Restaurant,77.0
793,2023-10-10,Expense,Utilities,Electricity Bill,180.0
785,2023-10-09,Income,Freelance,Website Project,823.0
792,2023-10-08,Expense,Shopping,Online Shopping,260.0
791,2023-10-06,Expense,Groceries,Supermarket,270.0
784,2023-10-05,Income,Salary,Monthly Salary,3600.0
790,2023-10-04,Expense,Education,Books,373.0
789,2023-10-02,Expense,Groceries,Supermarket,320.0
773,2023-09-21,Income,Rental,Rental Income,465.0
783,2023-09-20,Expense,Travel,Weekend Trip,248.0
782,2023-09-18,Expense,Travel,Weekend Trip,482.0
772,2023-09-17,Income,Investment,Dividend,221.0
781,2023-09-16,Expense,Insurance,Insurance Payment,359.0
780,2023-09-14,Expense,Utilities,Electricity Bill,470.0
771,2023-09-13,Income,Bonus,Performance Bonus,300.0
779,2023-09-12,Expense,Shopping,Online Shopping,323.0
778,2023-09-10,Expense,Education,Books,30.0
770,2023-09-09,Income,Freelance,Website Project,712.0
777,2023-09-08,Expense,Shopping,Online Shopping,445.0
776,2023-09-06,Expense,Insurance,Insurance Payment,612.0
769,2023-09-05,Income,Salary,Monthly Salary,3500.0
775,2023-09-04,Expense,Entertainment,Movie,208.0
774,2023-09-02,Expense,Utilities,Electricity Bill,460.0
758,2023-08-21,Income,Rental,Rental Income,860.0
768,2023-08-20,Expense,Entertainment,Movie,364.0
767,2023-08-18,Expense,Education,Books,346.0
757,2023-08-17,Income,Investment,Dividend,178.0
766,2023-08-16,Expense,Groceries,Supermarket,337.0
765,2023-08-14,Expense,Healthcare,Clinic Visit,351.0
756,2023-08-13,Income,Bonus,Performance Bonus,0.0
764,2023-08-12,Expense,Entertainment,Movie,101.0
763,2023-08-10,Expense,Utilities,Electricity Bill,402.0
755,2023-08-09,Income,Freelance,Website Project,823.0
762,2023-08-08,Expense,Education,Books,581.0
761,2023-08-06,Expense,Entertainment,Movie,31.0
754,2023-08-05,Income,Salary,Monthly Salary,3700.0
760,2023-08-04,Expense,Shopping,Online Shopping,75.0
759,2023-08-02,Expense,Insurance,Insurance Payment,224.0
743,2023-07-21,Income,Rental,Rental Income,895.0
753,2023-07-20,Expense,Entertainment,Movie,650.0
752,2023-07-18,Expense,Healthcare,Clinic Visit,351.0
742,2023-07-17,Income,Investment,Dividend,97.0
751,2023-07-16,Expense,Insurance,Insurance Payment,474.0
750,2023-07-14,Expense,Food & Dining,Restaurant,141.0
741,2023-07-13,Income,Bonus,Performance Bonus,300.0
749,2023-07-12,Expense,Insurance,Insurance Payment,301.0
748,2023-07-10,Expense,Shopping,Online Shopping,212.0
740,2023-07-09,Income,Freelance,Website Project,636.0
747,2023-07-08,Expense,Food & Dining,Restaurant,148.0
746,2023-07-06,Expense,Education,Books,369.0
739,2023-07-05,Income,Salary,Monthly Salary,3600.0
745,2023-07-04,Expense,Education,Books,439.0
744,2023-07-02,Expense,Shopping,Online Shopping,389.0
728,2023-06-21,Income,Rental,Rental Income,412.0
738,2023-06-20,Expense,Utilities,Electricity Bill,438.0
737,2023-06-18,Expense,Utilities,Electricity Bill,54.0
727,2023-06-17,Income,Investment,Dividend,185.0
736,2023-06-16,Expense,Shopping,Online Shopping,263.0
735,2023-06-14,Expense,Travel,Weekend Trip,388.0
726,2023-06-13,Income,Bonus,Performance Bonus,200.0
734,2023-06-12,Expense,Utilities,Electricity Bill,234.0
733,2023-06-10,Expense,Food & Dining,Restaurant,511.0
725,2023-06-09,Income,Freelance,Website Project,1119.0
732,2023-06-08,Expense,Groceries,Supermarket,421.0
731,2023-06-06,Expense,Shopping,Online Shopping,193.0
724,2023-06-05,Income,Salary,Monthly Salary,3500.0
730,2023-06-04,Expense,Entertainment,Movie,284.0
729,2023-06-02,Expense,Transport,Fuel,370.0
713,2023-05-21,Income,Rental,Rental Income,418.0
723,2023-05-20,Expense,Utilities,Electricity Bill,196.0
722,2023-05-18,Expense,Entertainment,Movie,188.0
712,2023-05-17,Income,Investment,Dividend,219.0
721,2023-05-16,Expense,Healthcare,Clinic Visit,603.0
720,2023-05-14,Expense,Utilities,Electricity Bill,135.0
711,2023-05-13,Income,Bonus,Performance Bonus,200.0
719,2023-05-12,Expense,Healthcare,Clinic Visit,245.0
718,2023-05-10,Expense,Healthcare,Clinic Visit,70.0
710,2023-05-09,Income,Freelance,Website Project,377.0
717,2023-05-08,Expense,Food & Dining,Restaurant,345.0
716,2023-05-06,Expense,Entertainment,Movie,160.0
709,2023-05-05,Income,Salary,Monthly Salary,3700.0
715,2023-05-04,Expense,Education,Books,181.0
714,2023-05-02,Expense,Healthcare,Clinic Visit,626.0
698,2023-04-21,Income,Rental,Rental Income,751.0
708,2023-04-20,Expense,Food & Dining,Restaurant,144.0
707,2023-04-18,Expense,Entertainment,Movie,604.0
697,2023-04-17,Income,Investment,Dividend,132.0
706,2023-04-16,Expense,Travel,Weekend Trip,594.0
705,2023-04-14,Expense,Shopping,Online Shopping,195.0
696,2023-04-13,Income,Bonus,Performance Bonus,300.0
704,2023-04-12,Expense,Healthcare,Clinic Visit,163.0
703,2023-04-10,Expense,Food & Dining,Restaurant,33.0
695,2023-04-09,Income,Freelance,Website Project,1034.0
702,2023-04-08,Expense,Entertainment,Movie,313.0
701,2023-04-06,Expense,Food & Dining,Restaurant,124.0
694,2023-04-05,Income,Salary,Monthly Salary,3600.0
700,2023-04-04,Expense,Travel,Weekend Trip,287.0
699,2023-04-02,Expense,Shopping,Online Shopping,547.0
683,2023-03-21,Income,Rental,Rental Income,545.0
693,2023-03-20,Expense,Insurance,Insurance Payment,245.0
692,2023-03-18,Expense,Shopping,Online Shopping,318.0
682,2023-03-17,Income,Investment,Dividend,174.0
691,2023-03-16,Expense,Education,Books,189.0
690,2023-03-14,Expense,Groceries,Supermarket,139.0
681,2023-03-13,Income,Bonus,Performance Bonus,200.0
689,2023-03-12,Expense,Transport,Fuel,300.0
688,2023-03-10,Expense,Shopping,Online Shopping,136.0
680,2023-03-09,Income,Freelance,Website Project,370.0
687,2023-03-08,Expense,Food & Dining,Restaurant,597.0
686,2023-03-06,Expense,Insurance,Insurance Payment,571.0
679,2023-03-05,Income,Salary,Monthly Salary,3500.0
685,2023-03-04,Expense,Education,Books,339.0
684,2023-03-02,Expense,Transport,Fuel,478.0
668,2023-02-21,Income,Rental,Rental Income,742.0
678,2023-02-20,Expense,Transport,Fuel,387.0
677,2023-02-18,Expense,Education,Books,301.0
667,2023-02-17,Income,Investment,Dividend,132.0
676,2023-02-16,Expense,Education,Books,248.0
675,2023-02-14,Expense,Groceries,Supermarket,105.0
666,2023-02-13,Income,Bonus,Performance Bonus,300.0
674,2023-02-12,Expense,Travel,Weekend Trip,606.0
673,2023-02-10,Expense,Groceries,Supermarket,39.0
665,2023-02-09,Income,Freelance,Website Project,623.0
672,2023-02-08,Expense,Travel,Weekend Trip,353.0
671,2023-02-06,Expense,Transport,Fuel,337.0
664,2023-02-05,Income,Salary,Monthly Salary,3700.0
670,2023-02-04,Expense,Shopping,Online Shopping,435.0
669,2023-02-02,Expense,Healthcare,Clinic Visit,274.0
653,2023-01-21,Income,Rental,Rental Income,891.0
663,2023-01-20,Expense,Insurance,Insurance Payment,565.0
662,2023-01-18,Expense,Entertainment,Movie,627.0
652,2023-01-17,Income,Investment,Dividend,94.0
661,2023-01-16,Expense,Insurance,Insurance Payment,113.0
660,2023-01-14,Expense,Insurance,Insurance Payment,70.0
651,2023-01-13,Income,Bonus,Performance Bonus,200.0
659,2023-01-12,Expense,Utilities,Electricity Bill,622.0
658,2023-01-10,Expense,Groceries,Supermarket,613.0
650,2023-01-09,Income,Freelance,Website Project,1173.0
657,2023-01-08,Expense,Utilities,Electricity Bill,443.0
656,2023-01-06,Expense,Insurance,Insurance Payment,99.0
649,2023-01-05,Income,Salary,Monthly Salary,3600.0
655,2023-01-04,Expense,Transport,Fuel,100.0
654,2023-01-02,Expense,Education,Books,112.0
638,2022-12-21,Income,Rental,Rental Income,599.0
648,2022-12-20,Expense,Travel,Weekend Trip,544.0
647,2022-12-18,Expense,Food & Dining,Restaurant,628.0
637,2022-12-17,Income,Investment,Dividend,80.0
646,2022-12-16,Expense,Healthcare,Clinic Visit,88.0
645,2022-12-14,Expense,Education,Books,92.0
636,2022-12-13,Income,Bonus,Performance Bonus,500.0
644,2022-12-12,Expense,Food & Dining,Restaurant,623.0
643,2022-12-10,Expense,Shopping,Online Shopping,252.0
635,2022-12-09,Income,Freelance,Website Project,468.0
642,2022-12-08,Expense,Transport,Fuel,224.0
641,2022-12-06,Expense,Education,Books,528.0
634,2022-12-05,Income,Salary,Monthly Salary,3500.0
640,2022-12-04,Expense,Shopping,Online Shopping,463.0
639,2022-12-02,Expense,Shopping,Online Shopping,495.0
623,2022-11-21,Income,Rental,Rental Income,616.0
633,2022-11-20,Expense,Entertainment,Movie,90.0
632,2022-11-18,Expense,Travel,Weekend Trip,248.0
622,2022-11-17,Income,Investment,Dividend,115.0
631,2022-11-16,Expense,Entertainment,Movie,527.0
630,2022-11-14,Expense,Utilities,Electricity Bill,200.0
621,2022-11-13,Income,Bonus,Performance Bonus,500.0
629,2022-11-12,Expense,Food & Dining,Restaurant,125.0
628,2022-11-10,Expense,Food & Dining,Restaurant,583.0
620,2022-11-09,Income,Freelance,Website Project,494.0
627,2022-11-08,Expense,Education,Books,130.0
626,2022-11-06,Expense,Groceries,Supermarket,483.0
619,2022-11-05,Income,Salary,Monthly Salary,3700.0
625,2022-11-04,Expense,Travel,Weekend Trip,285.0
624,2022-11-02,Expense,Transport,Fuel,315.0
608,2022-10-21,Income,Rental,Rental Income,695.0
618,2022-10-20,Expense,Utilities,Electricity Bill,226.0
617,2022-10-18,Expense,Healthcare,Clinic Visit,141.0
607,2022-10-17,Income,Investment,Dividend,226.0
616,2022-10-16,Expense,Food & Dining,Restaurant,442.0
615,2022-10-14,Expense,Food & Dining,Restaurant,130.0
606,2022-10-13,Income,Bonus,Performance Bonus,200.0
614,2022-10-12,Expense,Entertainment,Movie,508.0
613,2022-10-10,Expense,Healthcare,Clinic Visit,463.0
605,2022-10-09,Income,Freelance,Website Project,519.0
612,2022-10-08,Expense,Groceries,Supermarket,471.0
611,2022-10-06,Expense,Utilities,Electricity Bill,126.0
604,2022-10-05,Income,Salary,Monthly Salary,3600.0
610,2022-10-04,Expense,Travel,Weekend Trip,446.0
609,2022-10-02,Expense,Travel,Weekend Trip,278.0
593,2022-09-21,Income,Rental,Rental Income,515.0
603,2022-09-20,Expense,Shopping,Online Shopping,527.0
602,2022-09-18,Expense,Education,Books,273.0
592,2022-09-17,Income,Investment,Dividend,143.0
601,2022-09-16,Expense,Healthcare,Clinic Visit,102.0
600,2022-09-14,Expense,Groceries,Supermarket,62.0
591,2022-09-13,Income,Bonus,Performance Bonus,0.0
599,2022-09-12,Expense,Food & Dining,Restaurant,264.0
598,2022-09-10,Expense,Food & Dining,Restaurant,102.0
590,2022-09-09,Income,Freelance,Website Project,762.0
597,2022-09-08,Expense,Insurance,Insurance Payment,255.0
596,2022-09-06,Expense,Education,Books,265.0
589,2022-09-05,Income,Salary,Monthly Salary,3500.0
595,2022-09-04,Expense,Food & Dining,Restaurant,632.0
594,2022-09-02,Expense,Groceries,Supermarket,376.0
578,2022-08-21,Income,Rental,Rental Income,774.0
588,2022-08-20,Expense,Travel,Weekend Trip,559.0
587,2022-08-18,Expense,Entertainment,Movie,412.0
577,2022-08-17,Income,Investment,Dividend,101.0
586,2022-08-16,Expense,Utilities,Electricity Bill,349.0
585,2022-08-14,Expense,Utilities,Electricity Bill,582.0
576,2022-08-13,Income,Bonus,Performance Bonus,0.0
584,2022-08-12,Expense,Insurance,Insurance Payment,463.0
583,2022-08-10,Expense,Shopping,Online Shopping,570.0
575,2022-08-09,Income,Freelance,Website Project,1199.0
582,2022-08-08,Expense,Education,Books,199.0
581,2022-08-06,Expense,Transport,Fuel,516.0
574,2022-08-05,Income,Salary,Monthly Salary,3700.0
580,2022-08-04,Expense,Education,Books,158.0
579,2022-08-02,Expense,Travel,Weekend Trip,100.0
563,2022-07-21,Income,Rental,Rental Income,867.0
573,2022-07-20,Expense,Food & Dining,Restaurant,276.0
572,2022-07-18,Expense,Shopping,Online Shopping,275.0
562,2022-07-17,Income,Investment,Dividend,209.0
571,2022-07-16,Expense,Groceries,Supermarket,401.0
570,2022-07-14,Expense,Travel,Weekend Trip,49.0
561,2022-07-13,Income,Bonus,Performance Bonus,200.0
569,2022-07-12,Expense,Insurance,Insurance Payment,361.0
568,2022-07-10,Expense,Education,Books,30.0
560,2022-07-09,Income,Freelance,Website Project,812.0
567,2022-07-08,Expense,Transport,Fuel,582.0
566,2022-07-06,Expense,Transport,Fuel,412.0
559,2022-07-05,Income,Salary,Monthly Salary,3600.0
565,2022-07-04,Expense,Education,Books,233.0
564,2022-07-02,Expense,Groceries,Supermarket,335.0
548,2022-06-21,Income,Rental,Rental Income,705.0
558,2022-06-20,Expense,Food & Dining,Restaurant,299.0
557,2022-06-18,Expense,Transport,Fuel,494.0
547,2022-06-17,Income,Investment,Dividend,188.0
556,2022-06-16,Expense,Shopping,Online Shopping,475.0
555,2022-06-14,Expense,Healthcare,Clinic Visit,144.0
546,2022-06-13,Income,Bonus,Performance Bonus,200.0
554,2022-06-12,Expense,Education,Books,303.0
553,2022-06-10,Expense,Food & Dining,Restaurant,147.0
545,2022-06-09,Income,Freelance,Website Project,456.0
552,2022-06-08,Expense,Shopping,Online Shopping,596.0
551,2022-06-06,Expense,Travel,Weekend Trip,571.0
544,2022-06-05,Income,Salary,Monthly Salary,3500.0
550,2022-06-04,Expense,Entertainment,Movie,640.0
549,2022-06-02,Expense,Groceries,Supermarket,424.0
533,2022-05-21,Income,Rental,Rental Income,852.0
543,2022-05-20,Expense,Food & Dining,Restaurant,142.0
542,2022-05-18,Expense,Travel,Weekend Trip,123.0
532,2022-05-17,Income,Investment,Dividend,181.0
541,2022-05-16,Expense,Transport,Fuel,551.0
540,2022-05-14,Expense,Healthcare,Clinic Visit,254.0
531,2022-05-13,Income,Bonus,Performance Bonus,500.0
539,2022-05-12,Expense,Insurance,Insurance Payment,438.0
538,2022-05-10,Expense,Insurance,Insurance Payment,468.0
530,2022-05-09,Income,Freelance,Website Project,517.0
537,2022-05-08,Expense,Education,Books,299.0
536,2022-05-06,Expense,Utilities,Electricity Bill,604.0
529,2022-05-05,Income,Salary,Monthly Salary,3700.0
535,2022-05-04,Expense,Shopping,Online Shopping,172.0
534,2022-05-02,Expense,Travel,Weekend Trip,176.0
518,2022-04-21,Income,Rental,Rental Income,725.0
528,2022-04-20,Expense,Insurance,Insurance Payment,352.0
527,2022-04-18,Expense,Groceries,Supermarket,246.0
517,2022-04-17,Income,Investment,Dividend,235.0
526,2022-04-16,Expense,Entertainment,Movie,304.0
525,2022-04-14,Expense,Food & Dining,Restaurant,353.0
516,2022-04-13,Income,Bonus,Performance Bonus,0.0
524,2022-04-12,Expense,Food & Dining,Restaurant,264.0
523,2022-04-10,Expense,Utilities,Electricity Bill,362.0
515,2022-04-09,Income,Freelance,Website Project,1018.0
522,2022-04-08,Expense,Shopping,Online Shopping,600.0
521,2022-04-06,Expense,Travel,Weekend Trip,418.0
514,2022-04-05,Income,Salary,Monthly Salary,3600.0
520,2022-04-04,Expense,Utilities,Electricity Bill,197.0
519,2022-04-02,Expense,Transport,Fuel,576.0
503,2022-03-21,Income,Rental,Rental Income,682.0
513,2022-03-20,Expense,Utilities,Electricity Bill,303.0
512,2022-03-18,Expense,Healthcare,Clinic Visit,393.0
502,2022-03-17,Income,Investment,Dividend,100.0
511,2022-03-16,Expense,Healthcare,Clinic Visit,196.0
510,2022-03-14,Expense,Shopping,Online Shopping,494.0
501,2022-03-13,Income,Bonus,Performance Bonus,500.0
509,2022-03-12,Expense,Groceries,Supermarket,419.0
508,2022-03-10,Expense,Groceries,Supermarket,268.0
500,2022-03-09,Income,Freelance,Website Project,427.0
507,2022-03-08,Expense,Utilities,Electricity Bill,326.0
506,2022-03-06,Expense,Groceries,Supermarket,76.0
499,2022-03-05,Income,Salary,Monthly Salary,3500.0
505,2022-03-04,Expense,Insurance,Insurance Payment,226.0
504,2022-03-02,Expense,Shopping,Online Shopping,400.0
488,2022-02-21,Income,Rental,Rental Income,701.0
498,2022-02-20,Expense,Travel,Weekend Trip,579.0
497,2022-02-18,Expense,Shopping,Online Shopping,74.0
487,2022-02-17,Income,Investment,Dividend,194.0
496,2022-02-16,Expense,Healthcare,Clinic Visit,648.0
495,2022-02-14,Expense,Groceries,Supermarket,397.0
486,2022-02-13,Income,Bonus,Performance Bonus,200.0
494,2022-02-12,Expense,Groceries,Supermarket,419.0
493,2022-02-10,Expense,Healthcare,Clinic Visit,134.0
485,2022-02-09,Income,Freelance,Website Project,729.0
492,2022-02-08,Expense,Transport,Fuel,250.0
491,2022-02-06,Expense,Healthcare,Clinic Visit,314.0
484,2022-02-05,Income,Salary,Monthly Salary,3700.0
490,2022-02-04,Expense,Transport,Fuel,462.0
489,2022-02-02,Expense,Shopping,Online Shopping,36.0
473,2022-01-21,Income,Rental,Rental Income,779.0
483,2022-01-20,Expense,Utilities,Electricity Bill,588.0
482,2022-01-18,Expense,Food & Dining,Restaurant,604.0
472,2022-01-17,Income,Investment,Dividend,86.0
481,2022-01-16,Expense,Education,Books,646.0
480,2022-01-14,Expense,Utilities,Electricity Bill,268.0
471,2022-01-13,Income,Bonus,Performance Bonus,0.0
479,2022-01-12,Expense,Food & Dining,Restaurant,125.0
478,2022-01-10,Expense,Entertainment,Movie,62.0
470,2022-01-09,Income,Freelance,Website Project,954.0
477,2022-01-08,Expense,Groceries,Supermarket,634.0
476,2022-01-06,Expense,Groceries,Supermarket,588.0
469,2022-01-05,Income,Salary,Monthly Salary,3600.0
475,2022-01-04,Expense,Utilities,Electricity Bill,172.0
474,2022-01-02,Expense,Shopping,Online Shopping,280.0
